Date,Open,High,Low,Close,Adj Close,Volume,good news,12 EMA,26 EMA,MACD,Signal,MACD-Signal,Gains,Losses,Gains Avg,Losses Avg,RS,RSI,MACD,Signal,MACD-Signal,RSI,12 DAY EMA
2019-12-13,72.209999,73.042,70.928001,71.678001,71.678001,32854500,FALSE,68.7346108081854,,,,,0,0.257996000000006,0.589142928571429,0.227000142857143,2.59534166435389,72.1862317032474,,,,72.1862317032474,68.7346108081854
2019-12-16,72.510002,76.722,72.5,76.300003,76.300003,90871000,FALSE,69.8985172992338,,,,,4.62200200000001,0,0.877204290816327,0.210785846938776,4.16159008565275,80.6261252171183,,,,80.6261252171183,69.8985172992338
2019-12-17,75.797997,77.099998,75.18,75.797997,75.797997,42484000,FALSE,70.8061295608901,,,,,0,0.502006000000009,0.814546841472304,0.23158728644315,3.51723470654448,77.8625627189302,,,,77.8625627189302,70.8061295608901
2019-12-18,76.125999,79.043999,76.115997,78.629997,78.629997,70605000,FALSE,72.0098014745994,,,,,2.83200000000001,0,0.958650638509997,0.215045337411496,4.45790013421955,81.677935187376,,,,81.677935187376,72.0098014745994
2019-12-19,79.463997,81.370003,79.300003,80.807999,80.807999,90535500,FALSE,73.363370324661,,,,,2.17800199999999,0,1.04574716433071,0.199684956167818,5.23698522111927,83.966612641411,,,,83.966612641411,73.363370324661
2019-12-20,82.057999,82.599998,80.038002,81.117996,81.117996,73763500,FALSE,74.5563896593285,,,,,0.30999700000001,0,0.993193581164232,0.185421745012974,5.35640294559163,84.2678318451549,,,,84.2678318451549,74.5563896593285
2019-12-23,82.356003,84.402,82,83.844002,83.844002,66598000,FALSE,75.9852530963549,,,,,2.726006,0,1.11696589679536,0.172177334654904,6.48729926638775,86.6440492837085,,,,86.6440492837085,75.9852530963549
2019-12-24,83.671997,85.094002,82.538002,85.050003,85.050003,40273500,FALSE,77.379830004608,,,,,1.206001,0,1.12332554702426,0.159878953608125,7.02610019438589,87.5406489355879,,,,87.5406489355879,77.379830004608
2019-12-26,85.582001,86.695999,85.269997,86.188004,86.188004,53169500,FALSE,78.7349336962068,,,,,1.138001,0,1.12437379366539,0.148459028350402,7.57363028815984,88.3363293448634,,,,88.3363293448634,78.7349336962068
2019-12-27,87,87.061996,85.222,86.075996,86.075996,49728500,FALSE,79.8643278967903,,,,,0,0.112008000000003,1.04406137983214,0.145855383468231,7.15819570732235,87.7423877058691,,,,87.7423877058691,79.8643278967903
2019-12-30,85.758003,85.800003,81.851997,82.940002,82.940002,62932000,FALSE,80.3375085280534,,,,,0,3.135994,0.969485566986991,0.3594367132205,2.69723578957904,72.9527664202922,,,,72.9527664202922,80.3375085280534
2019-12-31,81,84.258003,80.416,83.666,83.666,51428500,FALSE,80.8495841391221,73.7778458076923,7.07173833142979,,,0.72599799999999,0,0.952093597916491,0.333762662276178,2.85260667392646,74.0435480536395,7.07173833142979,,,74.0435480536395,80.8495841391221
2020-01-02,84.900002,86.139999,84.342003,86.052002,86.052002,47660500,FALSE,81.6499561177187,74.6870425626781,6.96291355504063,,,2.386002,0,1.05451562663674,0.309922472113594,3.40251424637009,77.2857066658102,6.96291355504063,,,77.2857066658102,81.6499561177187
2020-01-03,88.099998,90.800003,87.384003,88.601997,88.601997,88892500,FALSE,82.7195008688389,75.7177799284056,7.00172094043327,,,2.549995,0,1.16133558187697,0.287785152676909,4.03542563288796,80.1407056144632,7.00172094043327,,,80.1407056144632,82.7195008688389
2020-01-06,88.094002,90.311996,88,90.307999,90.307999,50665000,FALSE,83.8869621197867,76.7985368966719,7.08842522311488,,,1.706002,0,1.20024032602862,0.267229070342844,4.49142873748264,81.789802839936,7.08842522311488,,,81.789802839936,83.8869621197867
2020-01-07,92.279999,94.325996,90.671997,93.811996,93.811996,89410500,FALSE,85.4138904090503,78.058793126548,7.3550972825023,,,3.503997,0,1.36479437416943,0.248141279604069,5.5000698648249,84.6155499741396,7.3550972825023,,,84.6155499741396,85.4138904090503
2020-01-08,94.739998,99.697998,93.646004,98.428001,98.428001,155721500,FALSE,87.4160612691964,79.5676233393963,7.84843792980011,,,4.616005,0,1.5970237045859,0.230416902489493,6.93101802572285,87.391278184507,7.84843792980011,,,87.391278184507,87.4160612691964
2020-01-09,99.419998,99.760002,94.573997,96.267998,96.267998,142202000,FALSE,88.7778976893201,80.8046881290707,7.9732095602494,,,0,2.16000299999999,1.48295058282977,0.3682444808831,4.02708162597156,80.107742933123,7.9732095602494,,,80.107742933123,88.7778976893201
2020-01-10,96.358002,96.987999,94.739998,95.629997,95.629997,64797500,FALSE,89.83206681404,81.9028591565469,7.92920765749315,,,0,0.638001000000003,1.37702554119907,0.387512803677164,3.55349688612163,78.0388561800087,7.92920765749315,,,78.0388561800087,89.83206681404
2020-01-13,98.699997,105.125999,98.400002,104.972,104.972,132588000,FALSE,92.1612873041877,83.6116844042101,8.54960289997766,7.53115037556013,1.01845252441752,9.34200299999999,0,1.94595250254199,0.359833317700224,5.4079275231627,84.3943303605525,8.54960289997766,7.53115037556013,1.01845252441752,84.3943303605525,92.1612873041877
2020-01-14,108.851997,109.482002,104.980003,107.584,107.584,144981000,FALSE,94.5340123343127,85.3874114853797,9.14660084893301,7.85424047023471,1.2923603786983,2.61200000000001,0,1.99352732378899,0.334130937864494,5.96630571395177,85.6451892715927,9.14660084893301,7.85424047023471,1.2923603786983,85.6451892715927,94.5340123343127
2020-01-15,105.952003,107.568001,103.358002,103.699997,103.699997,86844000,FALSE,95.9441638213415,86.7438993012775,9.20026452006402,8.12344528020057,1.07681923986345,0,3.88400300000001,1.85113251494692,0.587693228017031,3.14982788076857,75.9026150305107,9.20026452006402,8.12344528020057,1.07681923986345,75.9026150305107,95.9441638213415
2020-01-16,98.75,102.891998,98.433998,102.697998,102.697998,108683500,FALSE,96.9832152334428,87.9256843900718,9.05753084337107,8.31026239283467,0.747268450536399,0,1.001999,1.71890876387928,0.617286497444385,2.78462070852951,73.5772729418758,9.05753084337107,8.31026239283467,0.747268450536399,73.5772729418758,96.9832152334428
2020-01-17,101.522003,103.134003,100.632004,102.099998,102.099998,68145500,FALSE,97.7704125821439,88.9756335463627,8.7947790357812,8.40716572142398,0.387613314357228,0,0.597999999999999,1.59612956645934,0.615908890484072,2.59150272243166,72.1565016850957,8.7947790357812,8.40716572142398,0.387613314357228,72.1565016850957,97.7704125821439
2020-01-21,106.050003,109.716003,105.681999,109.440002,109.440002,89017500,FALSE,99.5657340310449,90.4915126910766,9.07422133996826,8.54057684513283,0.533644494835428,7.34000400000001,0,2.00640631171224,0.571915398306638,3.50822222596721,77.8183073088094,9.07422133996826,8.54057684513283,0.533644494835428,77.8183073088094,99.5657340310449
2020-01-22,114.377998,118.900002,111.82,113.912003,113.912003,156845000,FALSE,101.772852333961,92.2263638250709,9.54648850889011,8.74175917788429,0.804729331005818,4.47200099999999,0,2.18252021801851,0.531064298427593,4.10970992491991,80.4294174289028,9.54648850889011,8.74175917788429,0.804729331005818,80.4294174289028,101.772852333961
2020-01-23,112.849998,116.400002,111.120003,114.440002,114.44,98255000,FALSE,103.721644282582,93.8718183565472,9.84982592603525,8.96337252751448,0.88645339852077,0.527996999999999,0,2.06433998816004,0.493131134254193,4.18618871283017,80.7180175004799,9.84982592603525,8.96337252751448,0.88645339852077,80.7180175004799,103.721644282582
2020-01-24,114.125999,114.772003,110.851997,112.963997,112.963997,71768000,FALSE,105.143544700647,95.2860538116178,9.85749088902891,9.14219619981737,0.715294689211543,0,1.47600299999999,1.9168871318629,0.56333626752175,3.40274049866475,77.2868739299244,9.85749088902891,9.14219619981737,0.715294689211543,77.2868739299244,105.143544700647
2020-01-27,108.398003,112.888,107.856003,111.603996,111.603996,68040500,FALSE,106.137460285163,96.4947902700164,9.64267001514611,9.24229096288312,0.400379052262993,0,1.36000100000001,1.77996662244412,0.620240891270198,2.86979889184492,74.1588638596345,9.64267001514611,9.24229096288312,0.400379052262993,74.1588638596345,106.137460285163
2020-01-28,113.697998,115.362,111.615997,113.379997,113.379997,58942500,FALSE,107.25169670283,97.7455463240893,9.50615037874054,9.2950628460546,0.211087532685941,1.77600100000001,0,1.77968336369811,0.575937970465184,3.09006083113545,75.5504858903923,9.50615037874054,9.2950628460546,0.211087532685941,75.5504858903923,107.25169670283
2020-01-29,115.138,117.959999,113.486,116.197998,116.197998,89007500,FALSE,108.628050748548,99.112394596379,9.51565615216936,9.33918150727755,0.176474644891803,2.818001,0,1.85384890914825,0.534799544003385,3.46643696677593,77.6107889255215,9.51565615216936,9.33918150727755,0.176474644891803,77.6107889255215,108.628050748548
2020-01-30,126.484001,130.175995,123.599998,128.162003,128.162003,145028500,FALSE,111.633274171849,101.264217441092,10.3690567307569,9.54515655197343,0.823900178783507,11.964005,0,2.57600291563766,0.496599576574572,5.18728375365587,83.8378189878696,10.3690567307569,9.54515655197343,0.823900178783507,83.8378189878696,111.633274171849
2020-01-31,128,130.600006,126.503998,130.113998,130.113998,78596500,FALSE,114.476462453103,103.401238223233,11.0752242298696,9.85117008755267,1.22405414231697,1.95199500000001,0,2.53143092166354,0.461128178247816,5.48964700288412,84.5908413885134,11.0752242298696,9.85117008755267,1.22405414231697,84.5908413885134,114.476462453103
2020-02-03,134.738007,157.227997,134.703995,156,156,235325000,FALSE,120.864698998779,107.29744279929,13.5672561994894,10.59438730994,2.97286888954934,25.886002,0,4.19961457011614,0.428190451230115,9.8078192964168,90.7474396770166,13.5672561994894,10.59438730994,2.97286888954934,90.7474396770166,120.864698998779
2020-02-04,176.591995,193.798004,166.776001,177.412003,177.412003,304694000,FALSE,129.564284229736,112.491113925268,17.0731703044679,11.8901439088456,5.18302639562231,21.412003,0,5.42907088653642,0.397605418999393,13.6544187455974,93.1761196581036,17.0731703044679,11.8901439088456,5.18302639562231,93.1761196581036,129.564284229736
2020-02-05,164.651993,169.195999,140.822006,146.940002,146.940002,242119000,FALSE,132.237471579008,115.042883412286,17.1945881667221,12.9510327604209,4.24355540630121,0,30.472001,5.04128010892667,2.54577653192801,1.98025240852886,66.4457950897645,17.1945881667221,12.9510327604209,4.24355540630121,66.4457950897645,132.237471579008
2020-02-06,139.983994,159.166,137.399994,149.792007,149.792007,199404000,FALSE,134.938169336083,117.616892566931,17.3212767691523,13.8250815621672,3.49619520698517,2.85200500000002,0,4.88490331543191,2.36393535107601,2.06642847200048,67.388771362809,17.3212767691523,13.8250815621672,3.49619520698517,67.388771362809,134.938169336083
2020-02-07,146.110001,153.949997,146,149.613998,149.613998,85317500,FALSE,137.195989130532,119.987048524936,17.208940605596,14.5018533708529,2.70708723474303,0,0.178009000000003,4.53598165004392,2.20779775457058,2.0545277032978,67.2617145059657,17.208940605596,14.5018533708529,2.70708723474303,67.2617145059657,137.195989130532
2020-02-10,160,163.998001,150.479996,154.255997,154.255997,123446000,FALSE,139.820605725835,122.525489152719,17.2951165731162,15.0605060113056,2.23461056181061,4.641999,0,4.54355431789793,2.05009791495839,2.21626210374939,68.9080066318526,17.2951165731162,15.0605060113056,2.23461056181061,68.9080066318526,139.820605725835
2020-02-11,153.757996,156.701996,151.600006,154.876007,154.876007,58487500,FALSE,142.136821306476,124.921823808073,17.2149974984028,15.491404308725,1.72359318967777,0.620009999999979,0,4.26330115233379,1.90366234960422,2.23952590816336,69.1312856155872,17.2149974984028,15.491404308725,1.72359318967777,69.1312856155872,142.136821306476
2020-02-12,155.574005,157.949997,152.673996,153.457993,153.457993,60112500,FALSE,143.878540028556,127.035614118586,16.8429259099703,15.7617086289741,1.08121728099625,0,1.418014,3.9587796414528,1.86897318177535,2.11815754236363,67.9297794799047,16.8429259099703,15.7617086289741,1.08121728099625,67.9297794799047,143.878540028556
2020-02-13,148.367996,163.600006,147,160.800003,160.800003,131446500,FALSE,146.481842024163,129.536679961654,16.9451620625094,15.9983993156812,0.946762746828201,7.34201000000002,0,4.2004389527776,1.73547509736283,2.4203395134626,70.7631363476065,16.9451620625094,15.9983993156812,0.946762746828201,70.7631363476065,146.481842024163
2020-02-14,157.444,162.593994,157.100006,160.005997,160.005997,78468500,FALSE,148.562481251215,131.793666408939,16.7688148422763,16.1524824210002,0.616332421276116,0,0.794005999999996,3.90040759900777,1.66822730469405,2.33805524464971,70.0424370865995,16.7688148422763,16.1524824210002,0.616332421276116,70.0424370865995,148.562481251215
2020-02-18,168.320007,172,166.472,171.679993,171.679993,81908500,FALSE,152.119021520259,134.748209119388,17.3708124008712,16.3961484169744,0.974663983896779,11.673996,0,4.45566391336436,1.54906821150162,2.87635100913031,74.2025426065748,17.3708124008712,16.3961484169744,0.974663983896779,74.2025426065748,152.119021520259
2020-02-19,184.699997,188.955994,180.203995,183.483994,183.483994,127115000,FALSE,156.944401901757,138.358267258692,18.5861346430652,16.8341456621925,1.75198898087266,11.804001,0,4.98054513383834,1.43842048210865,3.46250988204584,77.5910860383003,18.5861346430652,16.8341456621925,1.75198898087266,77.5910860383003,156.944401901757
2020-02-20,182.389999,182.399994,171.988007,179.882004,179.882004,88174500,FALSE,160.473263763025,141.4340996099,19.0391641531253,17.2751493603791,1.76401479274619,0,3.60199,4.62479190999274,1.59296116195803,2.90326721105244,74.3804370562073,19.0391641531253,17.2751493603791,1.76401479274619,74.3804370562073,160.473263763025
2020-02-21,181.395996,182.612,176.089996,180.199997,180.199997,71574000,FALSE,163.508145799483,144.305647564722,19.2024982347607,17.6606191352554,1.54187909950528,0.317993000000001,0,4.31716341642183,1.47917822181817,2.91862288988765,74.4808309424062,19.2024982347607,17.6606191352554,1.54187909950528,74.4808309424062,163.508145799483
2020-02-24,167.800003,172.699997,164.440002,166.757996,166.757996,75961000,FALSE,164.008122753409,145.968784485854,18.0393382675547,17.7363629617153,0.302975305839411,0,13.442001,4.00879460096313,2.33366556311687,1.71781023995955,63.2056725191055,18.0393382675547,17.7363629617153,0.302975305839411,63.2056725191055,164.008122753409
2020-02-25,169.800003,171.320007,157.399994,159.981995,159.981995,86452500,FALSE,163.388718483654,147.006800079495,16.3819184041591,17.465474050204,-1.08355564604498,0,6.77600099999998,3.72245212946576,2.65097523717995,1.40418215804446,58.4058139415945,16.3819184041591,17.465474050204,-1.08355564604498,58.4058139415945,163.388718483654
2020-02-26,156.5,162.662003,155.222,155.759995,155.759995,70427500,FALSE,162.215068716938,147.655184888421,14.5598838285167,16.8843560058666,-2.32447217734983,0,4.22200000000001,3.45656269164678,2.7631912916671,1.25093137853708,55.5739455438256,14.5598838285167,16.8843560058666,-2.32447217734983,55.5739455438256,162.215068716938
2020-02-27,146,147.953995,133.800003,135.800003,135.800003,121386000,FALSE,158.151212452793,146.777023267056,11.374189185737,15.7823226418407,-4.40813345610368,0,19.959992,3.20966535652915,3.99153419940516,0.80411821524853,44.5712597130315,11.374189185737,15.7823226418407,-4.40813345610368,44.5712597130315,158.151212452793
2020-02-28,125.940002,138.104004,122.304001,133.598007,133.598007,121114500,FALSE,154.373796229287,145.800799839867,8.57299638941967,14.3404573913565,-5.76746100193679,0,2.20199600000001,2.9804035453485,3.8637100423048,0.771383854563428,43.546962030629,8.57299638941967,14.3404573913565,-5.76746100193679,43.546962030629,154.373796229287
2020-03-02,142.251999,148.738007,137.334,148.723999,148.723999,100975000,FALSE,153.50459665555,146.017333110988,7.4872635445623,12.9698186219976,-5.48255507743533,15.125992,0,3.84794557782361,3.58773075356874,1.07252908373797,51.7497723990236,7.4872635445623,12.9698186219976,-5.48255507743533,51.7497723990236,153.50459665555
2020-03-03,161,161.395996,143.222,149.102005,149.102005,128920000,FALSE,152.827274862389,146.245827324989,6.58144753739984,11.6921444050781,-5.11069686767823,0.378005999999999,0,3.6000927508362,3.33146427117097,1.0806337567507,51.9377210546805,6.58144753739984,11.6921444050781,-5.11069686767823,51.9377210546805,152.827274862389
2020-03-04,152.792007,153.304001,144.945999,149.899994,149.899994,75245000,FALSE,152.376923960483,146.516506337953,5.86041762253012,10.5257990485685,-4.66538142603836,0.797989000000001,0,3.39994248291933,3.0935025375159,1.09905921902023,52.3596099176866,5.86041762253012,10.5257990485685,-4.66538142603836,52.3596099176866,152.376923960483
2020-03-05,144.753998,149.149994,143.613998,144.908005,144.908005,54263500,FALSE,151.227859505024,146.397358090697,4.83050141432699,9.38673952172018,-4.5562381073932,0,4.99198899999999,3.1570894484251,3.22910871340762,0.977696859606028,49.4361334932186,4.83050141432699,9.38673952172018,-4.5562381073932,49.4361334932186,151.227859505024
2020-03-06,138,141.399994,136.854004,140.695999,140.695999,63314500,FALSE,149.607573273482,145.97503519509,3.63253807839203,8.23589923305455,-4.60336115466252,0,4.212006,2.93158305925187,3.29931566244994,0.88854276437284,47.0491206836883,3.63253807839203,8.23589923305455,-4.60336115466252,47.0491206836883,149.607573273482
2020-03-09,121.078003,132.600006,121,121.599998,121.599998,85368500,FALSE,145.2987155391,144.169476884342,1.12923865475761,6.81456711739517,-5.68532846263755,0,19.096001,2.72218426930531,4.4276503294178,0.614814645867317,38.073388016437,1.12923865475761,6.81456711739517,-5.68532846263755,38.073388016437,145.2987155391
2020-03-10,131.886002,133.600006,121.599998,129.065994,129.065994,77972000,FALSE,142.801373763854,143.050700374391,-0.249326610537253,5.40178837180868,-5.65111498234594,7.46599599999999,0,3.06102796435493,4.11138959160224,0.744523936774872,42.6777713438134,-0.249326610537253,5.40178837180868,-5.65111498234594,42.6777713438134,142.801373763854
2020-03-11,128.039993,130.716003,122.599998,126.846001,126.846001,66612500,FALSE,140.346701030953,141.850352272584,-1.50365124163108,4.02070044912073,-5.52435169075181,0,2.21999299999999,2.84238310975815,3.97628983505922,0.714832979401215,41.6852829393811,-1.50365124163108,4.02070044912073,-5.52435169075181,41.6852829393811,140.346701030953
2020-03-12,116.178001,118.900002,109.25,112.110001,112.110001,94545500,FALSE,136.002593333883,139.64736328943,-3.64476995554642,2.4876063681873,-6.13237632373372,0,14.736,2.63935574477543,4.74484056112642,0.556258047193233,35.7433041516774,-3.64476995554642,2.4876063681873,-6.13237632373372,35.7433041516774,136.002593333883
2020-03-13,119,121.514,100.400002,109.323997,109.323997,113201500,FALSE,131.898193897901,137.401188008731,-5.50299411082997,0.889486272383845,-6.39248038321382,0,2.78600399999999,2.45083033443432,4.60492366390311,0.532219535721253,34.7352010148288,-5.50299411082997,0.889486272383845,-6.39248038321382,34.7352010148288,131.898193897901
2020-03-16,93.900002,98.973999,88.433998,89.014,89.014,102447500,FALSE,125.300625605917,133.816951859936,-8.51632625401987,-0.991676232896898,-7.52465002112298,0,20.309997,2.27577102483187,5.72671461648146,0.397395570975759,28.4383018831432,-8.51632625401987,-0.991676232896898,-7.52465002112298,28.4383018831432,125.300625605917
2020-03-17,88.001999,94.370003,79.199997,86.040001,86.040001,119973000,FALSE,119.260529512699,130.277918462904,-11.0173889502055,-2.99681877635861,-8.02057017384685,0,2.97399899999999,2.1132159516296,5.53009207244707,0.382130337785587,27.6479234511144,-11.0173889502055,-2.99681877635861,-8.02057017384685,27.6479234511144,119.260529512699
2020-03-18,77.800003,80.972,70.101997,72.244003,72.244003,118931000,FALSE,112.027217741514,125.979109910096,-13.9518921685822,-5.18783345480332,-8.76405871377884,0,13.795998,1.96227195508462,6.12051392441513,0.320605749667033,24.2771735431159,-13.9518921685822,-5.18783345480332,-8.76405871377884,24.2771735431159,112.027217741514
2020-03-19,74.940002,90.400002,71.692001,85.528,85.528,150977500,FALSE,107.950415012051,122.982731398237,-15.0323163861869,-7.15673004108004,-7.87558634510686,13.283997,0,2.77096660115001,5.68333435838548,0.487560017837343,32.7758216133136,-15.0323163861869,-7.15673004108004,-7.87558634510686,32.7758216133136,107.950415012051
2020-03-20,87.639999,95.400002,85.157997,85.505997,85.505997,141427500,FALSE,104.497427625581,120.206676998368,-15.7092493727868,-8.86723390742138,-6.84201546536538,0,0.022003000000012,2.57304041535358,5.27895354707223,0.487414862133162,32.7692612560117,-15.7092493727868,-8.86723390742138,-6.84201546536538,32.7692612560117,104.497427625581
2020-03-23,86.720001,88.400002,82.099998,86.858002,86.858002,82272500,FALSE,101.78366983703,117.736404776267,-15.9527349392364,-10.2843341137844,-5.66840082545201,1.35200500000001,0,2.48582359997118,4.90188543656707,0.507115809240959,33.6480983167685,-15.9527349392364,-10.2843341137844,-5.66840082545201,33.6480983167685,101.78366983703
2020-03-24,95.459999,102.737999,94.800003,101,101,114476000,FALSE,101.663105246718,116.496671089136,-14.8335658424179,-11.1941804595111,-3.6393853829068,14.141998,0,3.31840748568753,4.55175076252657,0.729039804421443,42.1644315276703,-14.8335658424179,-11.1941804595111,-3.6393853829068,42.1644315276703,101.663105246718
2020-03-25,109.050003,111.400002,102.222,107.849998,107.849998,106113500,FALSE,102.614934901069,115.856176786237,-13.2412418851678,-11.6035927446424,-1.6376491405254,6.849998,0,3.57066395099556,4.22662570806039,0.844802496749624,45.7936553228917,-13.2412418851678,-11.6035927446424,-1.6376491405254,45.7936553228917,102.614934901069
2020-03-26,109.477997,112,102.449997,105.632004,105.632004,86903500,FALSE,103.079099377828,115.098830653923,-12.0197312760954,-11.686820450933,-0.332910825162358,0,2.217994,3.31561652592445,4.0831520146275,0.812023778210209,44.8130862284969,-12.0197312760954,-11.686820450933,-0.332910825162358,44.8130862284969,103.079099377828
2020-03-27,101,105.160004,98.806,102.872002,102.872002,71887000,FALSE,103.047238242777,114.193139642521,-11.1459013997441,-11.5786366406952,0.43273524095116,0,2.760002,3.0787867740727,3.98864129929696,0.771888606432312,43.5630436151687,-11.1459013997441,-11.5786366406952,0.43273524095116,43.5630436151687,103.047238242777
2020-03-30,102.052002,103.330002,98.246002,100.426003,100.426003,59990500,FALSE,102.64397128235,113.173351743075,-10.5293804607253,-11.3687854047013,0.839404943975922,0,2.445999,2.85887343306751,3.8784525636329,0.737117029578838,42.4333546345781,-10.5293804607253,-11.3687854047013,0.839404943975922,42.4333546345781,102.64397128235
2020-03-31,100.25,108.592003,99.400002,104.800003,104.800003,88857500,FALSE,102.975668469681,112.553103688033,-9.57743521835195,-11.0105153674314,1.43308014907944,4.37400000000001,0,2.96709675927697,3.60142023765912,0.823868519494285,45.1714863592648,-9.57743521835195,-11.0105153674314,1.43308014907944,45.1714863592648,102.975668469681
2020-04-01,100.800003,102.790001,95.019997,96.311996,96.311996,66766000,FALSE,101.95048808973,111.350058674104,-9.39957058437449,-10.68832641082,1.28875582644553,0,8.48800700000001,2.75516127647148,3.9504621492549,0.69742758502094,41.087324795204,-9.39957058437449,-10.68832641082,1.28875582644553,41.087324795204,101.95048808973
2020-04-02,96.206001,98.851997,89.279999,90.893997,90.893997,99292000,FALSE,100.249489460541,109.834794846393,-9.58530538585227,-10.4677222058265,0.8824168199742,0,5.417999,2.5583640424378,4.0552862100224,0.630871388587802,38.6830864164025,-9.58530538585227,-10.4677222058265,0.8824168199742,38.6830864164025,100.249489460541
2020-04-03,101.900002,103.098,93.678001,96.001999,96.001999,112810500,FALSE,99.5960293896882,108.810143302216,-9.21411391252741,-10.2170005471667,1.00288663463925,5.108002,0,2.74048103940653,3.76562290930652,0.727763003734014,42.1216915839258,-9.21411391252741,-10.2170005471667,1.00288663463925,42.1216915839258,99.5960293896882
2020-04-06,102.239998,104.199997,99.592003,103.248001,103.248001,74509000,FALSE,100.15787117589,108.398132761311,-8.24026158542074,-9.82165275481747,1.58139116939674,7.246002,0,3.0623039651632,3.49664984435605,0.875782277743959,46.6889088427299,-8.24026158542074,-9.82165275481747,1.58139116939674,46.6889088427299,100.15787117589
2020-04-07,109,113,106.468002,109.089996,109.089996,89599000,FALSE,101.532044225753,108.449381890103,-6.91733766434946,-9.24078973672387,2.32345207237441,5.841995,0,3.2608533247944,3.24688914118776,1.00430078853925,50.1072889998309,-6.91733766434946,-9.24078973672387,2.32345207237441,50.1072889998309,101.532044225753
2020-04-08,110.839996,111.442001,106.666,109.767998,109.767998,63280000,FALSE,102.799114037176,108.547057157502,-5.74794312032668,-8.54222041344443,2.79427729311775,0.678002000000006,0,3.07636394445195,3.01496848824578,1.02036354822464,50.503957523945,-5.74794312032668,-8.54222041344443,2.79427729311775,50.503957523945,102.799114037176
2020-04-09,112.417999,115.036003,111.421997,114.599998,114.599998,68250000,FALSE,104.614634646841,108.995423145836,-4.38078849899456,-7.70993403055446,3.3291455315599,4.83199999999999,0,3.20176651984824,2.79961359622822,1.14364586747322,53.350503682834,-4.38078849899456,-7.70993403055446,3.3291455315599,53.350503682834,104.614634646841
2020-04-13,118.031998,130.399994,116.106003,130.190002,130.190002,112377000,FALSE,108.549306547327,110.565391949848,-2.01608540252073,-6.57116430494771,4.55507890242698,15.590004,0,4.08664062557336,2.59964119649764,1.57200179435496,61.1197782911815,-2.01608540252073,-6.57116430494771,4.55507890242698,61.1197782911815,108.549306547327
2020-04-14,139.794006,148.376007,138.485992,141.977997,141.977997,152882500,FALSE,113.692182001584,112.892251583192,0.799930418392052,-5.09694536027976,5.89687577867181,11.787995,0,4.63673736660384,2.41395253960495,1.92080717848854,65.7628888560361,0.799930418392052,-5.09694536027976,5.89687577867181,65.7628888560361,113.692182001584
2020-04-15,148.399994,150.626007,142,145.966003,145.966003,117885000,FALSE,118.65738523211,115.342159095548,3.31522613656141,-3.41451106091153,6.72973719747294,3.98800600000001,0,4.59039941184642,2.24152735820459,2.04788908555781,67.1904071333034,3.31522613656141,-3.41451106091153,6.72973719747294,67.1904071333034,118.65738523211
2020-04-16,143.388,151.889999,141.343994,149.042007,149.042007,103289500,FALSE,123.33194242717,117.838444125508,5.49349830166206,-1.63290918839681,7.12640749005887,3.07600400000001,0,4.48222831100025,2.08141826118998,2.15344911427734,68.2886907712426,5.49349830166206,-1.63290918839681,7.12640749005887,68.2886907712426,123.33194242717
